position,team,clean_sheets_per_90,expected_assists_per_90,expected_assists,goals_scored,value_form,value_season,bonus,expected_goals_conceded,expected_goals_conceded_per_90,threat,influence,penalties_saved,web_name,creativity,expected_goals,saves,goals_conceded,expected_goal_involvements_per_90,assists,ict_index,form,dreamteam_count,expected_goal_involvements,starts,points_per_game,minutes,total_points,expected_goals_per_90,bps,goals_conceded_per_90,selected_by_percent,clean_sheets,price,G+A,price_range,ownership
DEF,LEI,0.28,0.02,0.44,0,0.0,13.1,4,27.56,1.54,50.0,358.4,0,Amartey,79.8,1.07,0,27,0.08,0,48.9,0.0,1,1.51,18,2.5,1608,51,0.06,328,1.51,0.7,5,3.9,0,Budget,Differential
DEF,LEI,0.22,0.06,2.13,2,0.5,26.5,11,60.78,1.68,289.0,679.8,0,Castagne,377.3,2.16,0,63,0.12,4,135.0,2.0,2,4.29,36,3.1,3255,114,0.06,615,1.74,5.5,8,4.3,6,Budget,Differential
DEF,LEI,0.0,0.0,0.02,1,0.5,3.8,3,10.86,1.85,53.0,174.6,0,Söyüncü,13.3,0.42,0,13,0.07,0,24.1,2.0,0,0.44,6,2.3,528,16,0.07,93,2.22,0.2,0,4.2,1,Budget,Differential
DEF,LEI,0.36,0.04,0.49,0,0.0,11.0,2,21.31,1.53,40.0,208.4,0,Justin,138.8,0.31,0,25,0.06,2,38.7,0.0,0,0.8,14,3.2,1252,45,0.02,263,1.8,0.4,5,4.1,2,Budget,Differential
DEF,LEI,0.17,0.04,0.48,0,0.5,7.2,0,23.11,1.95,12.0,166.8,0,Thomas,89.4,0.09,0,20,0.05,1,26.8,1.8,0,0.57,11,1.6,1068,28,0.01,189,1.69,0.2,2,3.9,1,Budget,Differential
DEF,LEI,0.0,0.04,0.01,0,0.0,0.3,0,0.78,3.19,0.0,2.2,0,Brunt,1.0,0.0,0,1,0.04,0,0.3,0.0,0,0.01,0,1.0,22,1,0.0,4,4.09,0.3,0,3.9,0,Budget,Differential
DEF,LEI,0.23,0.02,0.58,1,1.0,18.6,5,52.76,1.7,93.0,662.4,0,Faes,115.6,1.2,0,51,0.06,2,87.1,4.2,1,1.78,31,2.5,2786,78,0.04,545,1.65,0.2,7,4.2,3,Budget,Differential
DEF,LEI,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Wormleighton,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,LEI,0.0,0.06,0.6,0,0.0,3.6,0,17.88,1.81,14.0,173.2,0,Kristiansen,119.3,0.12,0,21,0.07,1,30.8,0.0,0,0.72,11,1.3,891,16,0.01,111,2.12,0.0,0,4.5,1,Budget,Differential
DEF,LEI,0.09,0.01,0.1,0,0.3,4.4,0,18.81,1.71,65.0,242.6,0,Souttar,38.9,1.47,0,19,0.14,1,34.6,1.4,0,1.57,11,1.7,991,20,0.13,151,1.73,0.1,1,4.5,1,Budget,Differential
DEF,LEE,0.13,0.02,0.31,1,0.0,7.0,1,26.08,1.65,145.0,309.8,0,Cooper,65.2,0.9,0,32,0.08,0,51.7,-0.2,0,1.21,16,1.7,1425,31,0.06,238,2.02,0.1,2,4.4,1,Budget,Differential
DEF,LEE,0.13,0.1,2.24,2,0.5,13.1,4,42.12,1.85,264.0,451.8,0,Ayling,209.3,2.93,0,48,0.23,1,92.8,2.2,1,5.17,22,2.0,2048,59,0.13,336,2.11,0.3,3,4.5,3,Budget,Differential
DEF,LEE,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Dallas,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.9,0,Budget,Differential
DEF,LEE,0.14,0.0,0.03,0,0.0,3.6,2,11.0,1.53,40.0,99.0,0,Llorente,5.8,0.72,0,12,0.1,0,14.6,0.0,0,0.75,7,2.0,648,16,0.1,115,1.67,0.2,1,4.4,0,Budget,Differential
DEF,LEE,0.14,0.01,0.47,0,0.0,12.2,2,63.02,1.79,201.0,589.2,0,Koch,72.9,1.59,0,74,0.06,0,86.3,0.2,0,2.06,36,1.5,3175,55,0.05,447,2.1,0.2,5,4.5,0,Budget,Differential
DEF,LEE,0.16,0.05,1.2,2,0.1,14.7,4,42.41,1.74,253.0,544.4,0,Struijk,216.2,1.35,0,52,0.11,2,101.5,0.4,0,2.55,26,2.3,2198,66,0.06,423,2.13,0.5,4,4.5,4,Budget,Differential
DEF,LEE,0.07,0.05,0.75,1,0.1,6.7,3,29.81,1.97,41.0,286.0,0,Firpo,123.4,0.12,0,33,0.06,2,45.0,0.4,1,0.87,14,1.6,1364,30,0.01,187,2.18,0.1,1,4.5,3,Budget,Differential
DEF,LEE,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Hjelde,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.2,0,3.9,0,Budget,Differential
DEF,LEE,0.09,0.04,0.88,3,0.4,10.9,1,40.63,1.87,160.0,474.4,0,Kristensen,143.6,0.86,0,53,0.08,1,78.0,1.8,1,1.74,21,2.0,1957,51,0.04,322,2.44,0.4,2,4.7,4,Budget,Differential
DEF,LEE,0.0,0.01,0.01,0,0.0,0.2,0,1.4,1.8,0.0,12.8,0,Drameh,2.7,0.0,0,3,0.01,0,1.6,0.0,0,0.01,1,1.0,70,1,0.0,16,3.86,0.1,0,4.0,0,Budget,Differential
DEF,LEE,0.14,0.03,0.37,0,0.1,5.7,2,22.73,1.62,54.0,273.4,0,Wöber,65.8,0.77,0,23,0.08,0,39.5,0.4,0,1.14,14,1.6,1264,25,0.05,195,1.64,0.0,2,4.4,0,Budget,Differential
DEF,LEE,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Chilokoa-Mullen,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,LEE,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Monteiro,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,LIV,0.25,0.08,0.93,1,0.0,6.1,4,16.46,1.36,90.0,223.4,0,Matip,49.5,0.87,0,20,0.15,0,36.2,0.0,1,1.8,12,2.6,1091,36,0.07,216,1.65,0.9,3,5.9,1,Mid,Differential
DEF,LIV,0.35,0.03,1.09,3,0.7,19.2,13,41.17,1.31,389.0,743.2,0,Van Dijk,121.0,2.5,0,36,0.11,1,125.4,4.3,3,3.59,32,4.0,2835,127,0.08,636,1.14,12.4,11,6.6,4,Premium,Differential
DEF,LIV,0.31,0.23,6.69,0,0.4,17.8,10,36.59,1.28,211.0,549.2,0,Robertson,862.1,1.24,0,34,0.27,8,162.3,2.7,1,7.93,29,3.6,2579,121,0.04,633,1.19,6.0,9,6.8,8,Premium,Differential
DEF,LIV,0.31,0.29,9.26,2,0.8,20.0,21,43.1,1.33,241.0,779.0,0,Alexander-Arnold,1168.2,2.36,0,44,0.36,11,219.0,6.0,4,11.62,34,4.2,2922,156,0.07,824,1.36,30.7,10,7.8,13,Premium,High
DEF,LIV,0.49,0.04,0.67,0,0.0,15.8,8,25.28,1.56,27.0,297.8,0,Gomez,43.7,0.2,0,16,0.05,0,36.9,0.0,1,0.87,15,3.2,1461,68,0.01,337,0.99,0.8,8,4.3,0,Budget,Differential
DEF,LIV,0.41,0.04,0.65,0,0.6,10.0,0,24.34,1.41,144.0,285.6,0,Konaté,39.6,1.21,0,22,0.11,0,46.8,2.8,0,1.86,17,2.7,1551,49,0.07,305,1.28,1.3,7,4.9,0,Budget,Differential
DEF,LIV,0.47,0.15,1.3,0,0.3,11.2,2,14.45,1.71,124.0,177.6,0,Tsimikas,281.7,0.68,0,11,0.23,4,58.5,1.2,1,1.98,9,2.4,762,48,0.08,216,1.3,0.4,4,4.3,4,Budget,Differential
DEF,LIV,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Ramsay,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.2,0,3.9,0,Budget,Differential
DEF,LIV,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,R.Williams,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,LIV,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Davies,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,LIV,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Van den Berg,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.1,0,4.0,0,Budget,Differential
DEF,LIV,0.0,0.01,0.01,0,0.0,0.8,0,0.48,0.66,18.0,15.4,0,Phillips,1.4,0.04,0,1,0.07,0,3.4,0.0,0,0.05,1,1.5,65,3,0.06,17,1.38,0.6,0,3.8,0,Budget,Differential
DEF,LIV,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Chambers,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.1,0,4.0,0,Budget,Differential
DEF,MCI,0.32,0.06,1.32,0,0.7,14.7,0,20.07,0.92,39.0,223.8,0,Walker,176.2,0.39,0,20,0.08,0,43.8,3.4,0,1.71,22,2.6,1953,69,0.02,376,0.92,4.5,7,4.7,0,Budget,Differential
DEF,MCI,0.34,0.05,0.97,2,0.3,16.6,13,13.56,0.66,135.0,396.0,0,Stones,164.1,1.03,0,17,0.1,2,69.6,1.6,1,2.0,21,4.0,1844,93,0.05,422,0.83,8.2,7,5.6,4,Mid,Differential
DEF,MCI,0.42,0.11,1.53,2,0.0,10.3,10,13.34,0.94,276.0,277.0,0,Cancelo,266.4,0.83,0,16,0.17,2,81.2,0.0,4,2.36,16,4.3,1273,73,0.06,304,1.13,17.8,6,7.1,4,Premium,High
DEF,MCI,0.43,0.06,1.3,1,0.7,18.4,9,16.48,0.79,150.0,383.4,0,Aké,161.6,1.55,0,15,0.13,0,69.7,3.4,1,2.85,22,3.5,1871,92,0.07,419,0.72,2.4,9,5.0,1,Mid,Differential
DEF,MCI,0.36,0.04,0.44,0,0.4,7.1,3,11.77,1.07,68.0,166.2,0,Laporte,107.8,0.49,0,10,0.08,0,34.1,2.4,0,0.93,11,3.3,992,40,0.04,210,0.91,0.6,4,5.6,0,Mid,Differential
DEF,MCI,0.41,0.02,0.34,0,0.3,13.3,1,17.36,0.78,124.0,416.8,0,Dias,83.7,1.36,0,16,0.08,0,62.5,2.0,0,1.7,22,3.1,1997,80,0.06,432,0.72,7.4,9,6.0,0,Premium,Differential
DEF,MCI,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Mbete,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.1,0,3.9,0,Budget,Differential
DEF,MCI,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Wilson-Esbrand,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.6,0,3.8,0,Budget,Differential
DEF,MCI,0.2,0.16,1.63,0,0.4,7.6,0,8.9,0.89,40.0,114.6,0,Lewis,152.4,0.21,0,8,0.18,0,30.7,1.7,0,1.84,10,2.1,900,29,0.02,168,0.8,1.1,2,3.8,0,Budget,Differential
DEF,MCI,0.26,0.28,1.05,0,0.4,4.8,1,5.9,1.56,24.0,66.2,0,Sergio Gómez,52.8,0.37,0,6,0.38,1,14.3,1.6,0,1.42,2,1.8,340,21,0.1,83,1.59,0.1,1,4.4,1,Budget,Differential
DEF,MCI,0.28,0.04,0.99,0,0.3,16.1,5,21.7,0.86,180.0,385.6,0,Akanji,146.5,1.14,0,23,0.08,1,71.4,1.7,0,2.13,24,2.8,2284,82,0.04,460,0.91,3.6,7,5.1,1,Mid,Differential
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Jones,0.0,0.0,0,0,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0.6,0,3.8,0,Budget,Differential
DEF,MUN,0.47,0.02,0.51,0,0.4,16.0,2,27.27,1.28,124.0,387.0,0,Varane,74.0,0.75,0,22,0.06,0,58.8,2.0,0,1.26,22,3.2,1912,77,0.04,392,1.04,3.1,10,4.8,0,Budget,Differential
DEF,MUN,0.59,0.0,0.04,0,0.1,8.3,2,10.79,1.27,51.0,180.6,0,Maguire,20.3,0.34,0,7,0.04,0,25.2,0.6,0,0.38,8,2.4,762,39,0.04,201,0.83,0.4,5,4.7,0,Budget,Differential
DEF,MUN,0.42,0.1,2.9,1,0.8,23.4,20,37.85,1.33,118.0,572.8,0,Shaw,547.7,1.09,0,35,0.14,4,124.2,4.0,4,3.99,30,4.0,2552,124,0.04,626,1.23,19.2,12,5.3,5,Mid,High
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Telles,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,5.0,0,Mid,Differential
DEF,MUN,0.4,0.03,0.39,0,1.0,13.9,3,19.97,1.32,19.0,265.0,0,Lindelöf,53.5,0.25,0,16,0.05,0,33.9,3.9,0,0.64,14,2.9,1359,57,0.02,327,1.06,1.6,6,4.1,0,Budget,Differential
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Bailly,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.3,0,4.0,0,Budget,Differential
DEF,MUN,0.5,0.06,0.91,0,0.6,15.6,3,19.17,1.2,143.0,290.4,0,Wan-Bissaka,221.9,1.19,0,10,0.13,0,65.5,2.4,1,2.1,16,3.5,1432,67,0.07,308,0.63,1.8,8,4.3,0,Budget,Differential
DEF,MUN,0.42,0.06,1.53,1,0.4,21.2,19,34.27,1.43,272.0,469.4,0,Dalot,418.6,2.49,0,34,0.16,2,116.0,1.9,4,4.02,24,3.9,2152,102,0.1,502,1.42,6.3,10,4.8,3,Budget,Differential
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,B.Williams,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,2.8,0,3.7,0,Budget,Differential
DEF,MUN,0.45,0.05,0.71,0,0.3,14.8,8,19.21,1.24,77.0,206.4,0,Malacia,125.8,0.23,0,14,0.06,0,41.1,1.1,2,0.94,14,2.8,1391,62,0.01,287,0.91,1.9,7,4.2,0,Budget,Differential
DEF,MUN,0.38,0.04,1.02,1,0.0,18.4,6,32.52,1.39,82.0,571.8,0,Martínez,110.4,0.46,0,33,0.06,0,76.7,0.0,0,1.48,24,3.0,2113,81,0.02,481,1.41,4.7,9,4.4,1,Budget,Differential
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Bennett,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,MUN,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Jurado,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,NEW,0.0,0.13,0.05,0,0.0,1.7,0,0.9,2.31,2.0,8.8,0,Ritchie,17.2,0.0,0,0,0.13,0,2.8,0.2,0,0.05,0,1.0,35,7,0.0,24,0.0,0.1,0,4.2,0,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Fernández,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.4,0,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Clark,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.5,0,Budget,Differential
DEF,NEW,0.43,0.32,12.03,1,0.6,33.0,39,38.41,1.03,117.0,904.8,0,Trippier,1818.5,0.85,0,31,0.34,9,284.3,3.8,5,12.88,38,5.2,3342,198,0.02,941,0.83,62.4,16,6.0,10,Premium,High
DEF,NEW,0.41,0.04,1.28,1,0.7,28.7,6,36.33,1.05,265.0,550.2,0,Burn,230.4,2.12,0,30,0.1,0,104.8,3.3,1,3.4,35,3.4,3109,129,0.06,584,0.87,4.3,14,4.5,1,Budget,Differential
DEF,NEW,0.0,0.0,0.01,0,0.0,0.7,0,4.34,1.83,13.0,42.6,0,Lascelles,0.9,0.11,0,5,0.05,0,5.4,0.0,0,0.12,2,0.7,214,3,0.05,22,2.1,0.1,0,4.3,0,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Dummett,0.0,0.0,0,0,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0.3,0,3.9,0,Budget,Differential
DEF,NEW,0.0,0.03,0.01,0,0.0,1.0,0,0.97,2.57,2.0,12.0,0,Manquillo,5.5,0.0,0,1,0.03,0,2.0,0.2,0,0.01,0,1.0,34,4,0.0,19,2.65,0.1,0,4.2,0,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.2,0,0.1,9.0,0.0,0.0,0,Krafth,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,1.0,1,1,0.0,3,0.0,0.0,0,4.3,0,Budget,Differential
DEF,NEW,0.42,0.06,2.05,1,0.3,27.3,6,36.65,1.03,521.0,653.4,0,Schär,263.9,4.63,0,28,0.19,3,144.1,1.7,1,6.68,36,3.9,3207,139,0.13,617,0.79,14.4,15,5.1,4,Mid,Differential
DEF,NEW,0.45,0.1,0.67,0,0.1,7.4,2,6.79,1.02,8.0,97.6,0,Targett,141.9,0.01,0,6,0.1,0,24.8,0.7,0,0.68,6,2.1,600,35,0.0,157,0.9,0.5,3,4.7,0,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.5,0,1.05,10.5,4.0,1.0,0,Lewis,0.8,0.0,0,1,0.0,0,0.6,0.2,0,0.0,0,1.0,9,2,0.0,6,10.0,0.1,0,4.4,0,Budget,Differential
DEF,NEW,0.37,0.03,1.09,0,0.7,28.7,8,38.0,1.09,303.0,554.4,0,Botman,120.1,2.75,0,30,0.11,2,98.1,3.3,0,3.84,35,3.6,3127,129,0.08,666,0.86,6.9,13,4.5,2,Budget,Differential
DEF,NEW,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Ashby,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.6,0,3.8,0,Budget,Differential
DEF,NFO,0.19,0.06,1.22,1,0.0,14.2,1,39.55,1.9,209.0,372.2,0,N.Williams,257.3,1.24,0,41,0.12,1,84.0,0.0,0,2.46,20,1.7,1872,54,0.06,284,1.97,12.1,4,3.8,2,Budget,Differential
DEF,NFO,0.19,0.06,0.59,0,0.0,4.7,0,15.15,1.43,28.0,177.4,0,Cook,39.3,0.13,0,21,0.07,0,24.4,0.0,0,0.72,11,1.7,956,20,0.01,149,1.98,0.1,2,4.3,0,Budget,Differential
DEF,NFO,0.29,0.02,0.42,0,0.0,9.1,0,28.95,1.66,46.0,278.8,0,McKenna,93.9,0.07,0,32,0.02,0,41.8,0.0,0,0.49,19,2.0,1570,40,0.0,275,1.83,0.1,5,4.4,0,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Dräger,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.1,0,4.0,0,Budget,Differential
DEF,NFO,0.2,0.02,0.55,1,0.6,14.5,2,44.46,1.81,92.0,471.0,0,Worrall,66.4,0.85,0,44,0.05,0,62.5,2.5,0,1.4,21,2.0,2215,61,0.03,366,1.79,0.1,5,4.2,1,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Panzo,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.0,0,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Laryea,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.5,0,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Mbe Soh,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.2,0,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.5,0,0.55,3.3,0.0,6.8,0,Biancone,0.0,0.0,0,1,0.0,0,0.7,0.0,0,0.0,0,1.0,15,2,0.0,9,6.0,0.0,0,4.2,0,Budget,Differential
DEF,NFO,0.39,0.04,0.27,0,0.2,9.0,7,10.37,1.36,24.0,145.0,0,Boly,11.8,0.05,0,10,0.05,1,18.3,1.0,1,0.32,9,3.4,684,37,0.01,147,1.32,0.1,3,4.1,1,Budget,Differential
DEF,NFO,0.15,0.01,0.15,0,0.5,5.8,0,23.87,1.85,61.0,173.4,0,Niakhaté,14.8,0.66,0,22,0.06,0,24.9,2.2,0,0.81,14,1.8,1163,25,0.05,141,1.7,0.0,2,4.3,0,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Richards,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.4,0,Budget,Differential
DEF,NFO,0.19,0.09,0.93,0,0.2,7.0,1,19.73,1.9,67.0,147.0,0,Toffolo,93.5,0.28,0,17,0.12,0,30.6,0.8,0,1.21,9,1.6,933,30,0.03,134,1.64,0.1,2,4.3,0,Budget,Differential
DEF,NFO,0.2,0.05,1.3,0,0.6,13.0,3,41.3,1.68,97.0,319.0,0,Renan Lodi,208.2,0.94,0,48,0.09,2,62.5,2.5,0,2.24,26,2.0,2211,56,0.04,363,1.95,0.2,5,4.3,2,Budget,Differential
DEF,NFO,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Badé,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,4.5,0,Budget,Differential
DEF,NFO,0.28,0.04,0.92,1,0.6,16.3,8,33.13,1.53,112.0,431.0,0,Aurier,164.1,0.74,0,31,0.07,0,70.9,2.5,1,1.66,22,2.9,1943,70,0.03,336,1.44,0.3,6,4.3,1,Budget,Differential
DEF,NFO,0.06,0.07,1.15,0,0.6,5.6,3,31.83,2.02,130.0,379.0,0,Felipe,79.5,1.2,0,32,0.15,1,59.0,2.8,0,2.35,15,1.6,1417,25,0.08,233,2.03,0.1,1,4.5,1,Budget,Differential
DEF,SOU,0.1,0.08,2.5,1,0.1,12.7,2,51.26,1.74,198.0,403.4,0,Walker-Peters,277.9,1.08,0,58,0.12,0,87.9,0.4,1,3.58,30,1.8,2650,56,0.04,335,1.97,0.6,3,4.4,1,Budget,Differential
DEF,SOU,0.15,0.01,0.26,0,0.0,7.8,2,36.14,1.84,43.0,415.0,0,Bednarek,38.4,0.42,0,40,0.03,0,49.7,0.2,0,0.68,21,1.4,1770,32,0.02,321,2.03,0.2,3,4.1,0,Budget,Differential
DEF,SOU,0.0,0.01,0.12,1,0.6,6.6,0,23.36,1.79,114.0,281.6,0,Lyanco,52.8,0.58,0,26,0.05,1,45.0,2.6,0,0.7,11,1.4,1173,29,0.04,209,1.99,0.0,0,4.4,2,Budget,Differential
DEF,SOU,0.0,0.0,0.0,0,0.0,0.0,0,0.99,1.98,0.0,4.0,0,Valery,0.9,0.0,0,2,0.0,0,0.5,0.0,0,0.0,1,0.0,45,0,0.0,1,4.0,0.3,0,4.0,0,Budget,Differential
DEF,SOU,0.2,0.09,1.86,2,0.0,17.8,5,30.64,1.51,298.0,360.6,0,Perraud,251.8,1.26,0,35,0.15,2,90.9,0.0,1,3.12,22,2.4,1828,71,0.06,304,1.72,0.4,4,4.0,4,Budget,Differential
DEF,SOU,0.0,0.0,0.0,0,0.1,0.5,0,1.41,4.88,0.0,5.8,0,Livramento,0.0,0.0,0,0,0.0,0,0.6,0.4,0,0.0,0,1.0,26,2,0.0,13,0.0,0.0,0,4.4,0,Budget,Differential
DEF,SOU,0.05,0.02,0.5,0,0.0,7.9,2,28.84,1.32,167.0,537.4,0,Salisu,109.7,1.4,0,41,0.08,1,81.5,0.0,0,1.9,21,1.5,1971,33,0.06,305,1.87,0.1,1,4.2,1,Budget,Differential
DEF,SOU,0.14,0.02,0.44,0,0.0,10.9,5,35.93,1.72,105.0,422.4,0,Bella-Kotchap,76.4,1.05,0,39,0.07,2,60.6,0.2,1,1.49,24,2.0,1881,49,0.05,345,1.87,0.2,3,4.5,2,Budget,Differential
DEF,SOU,0.0,0.01,0.02,0,0.0,1.0,0,2.48,1.49,4.0,27.6,0,Larios,7.8,0.0,0,2,0.01,0,3.9,0.0,0,0.02,2,0.8,150,4,0.0,28,1.2,0.0,0,4.0,0,Budget,Differential
DEF,SOU,0.1,0.01,0.14,1,0.0,6.4,2,15.36,1.47,69.0,262.4,0,Caleta-Car,16.2,0.83,0,15,0.09,0,34.9,0.0,0,0.97,9,2.2,942,28,0.08,182,1.43,0.0,1,4.4,1,Budget,Differential
DEF,SOU,0.0,0.08,0.31,0,0.0,0.9,0,9.23,2.27,4.0,49.2,0,Bree,65.3,0.03,0,12,0.09,0,11.7,0.0,0,0.34,4,0.8,366,4,0.01,51,2.95,0.0,0,4.5,0,Budget,Differential
DEF,TOT,0.41,0.04,0.27,1,0.0,7.6,2,8.61,1.17,146.0,147.0,0,Doherty,110.5,0.74,0,9,0.14,0,40.3,0.0,1,1.01,7,2.9,663,35,0.1,147,1.22,0.3,3,4.6,1,Budget,Differential
DEF,TOT,0.29,0.02,0.55,2,0.0,19.2,5,43.12,1.38,235.0,653.2,0,Dier,112.3,1.76,0,52,0.08,1,100.1,0.2,0,2.31,31,2.9,2816,96,0.06,569,1.66,4.8,9,5.0,3,Mid,Differential
DEF,TOT,0.35,0.06,1.47,2,0.4,21.1,3,26.59,1.05,172.0,407.8,0,Davies,276.9,1.01,0,33,0.1,3,85.8,1.8,1,2.48,26,3.2,2284,99,0.04,470,1.3,1.0,9,4.7,5,Budget,Differential
DEF,TOT,0.21,0.02,0.2,0,0.1,6.7,1,12.76,1.35,52.0,180.6,0,Sánchez,29.9,0.65,0,17,0.09,0,26.3,0.6,0,0.85,8,1.6,848,28,0.07,166,1.8,0.5,2,4.2,0,Budget,Differential
