id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,direct_freekicks_order,value_season,bonus,starts_per_90,cost_change_start,news_added,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,corners_and_indirect_freekicks_order,ep_next,event_points,web_name,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,news,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,total_points,in_dreamteam,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank
420,Mohammed Salisu,42,DEF,Southampton,0.05,35,0.02,0.50,408,0,0,80,40700,0.0,,7.9,2,0.96,-3,2023-03-31T14:30:09.816630Z,28.84,3,1.32,0,167.0,153,537.4,0,,0.0,0,Salisu,109.7,171,0.0,276,1.40,1,i,174,0,5,41,Hip injury - Expected back 01 Jul,0.08,1,214,41,0.0,103,,81.5,0.0,0,1.90,0.0,21,1.5,1971,33,False,544,408,0.06,203,0.0,32355,305,1.87,0.1,34,146,1,619
421,Mateusz Lis,40,GKP,Southampton,0.0,39,0.0,0.00,599,0,0,48,22070,0.0,,0.0,0,0.0,0,2022-09-02T10:44:45.850835Z,0.00,0,0.0,0,0.0,51,0.0,0,,0.0,0,Lis,0.0,586,0.0,567,0.00,0,u,44,0,0,0,Season-long loan to Troyes,0.0,0,57,65,0.0,582,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,464,420,0.0,532,0.0,2802,0,0.0,0.1,65,65,0,664
422,Gavin Bazunu,44,GKP,Southampton,0.12,68,0.0,0.05,205,0,0,9,116503,0.0,,19.1,3,1.0,-1,,46.75,1,1.46,0,0.0,38,633.0,1,,-1.0,0,Bazunu,10.0,232,2.16,450,0.00,0,a,25,69,0,56,,0.0,0,81,15,,64,,64.2,0.0,0,0.05,,32,2.6,2880,84,False,600,242,0.0,638,-1.0,100375,485,1.75,0.6,15,28,4,526
423,Armel Bella-Kotchap,45,DEF,Southampton,0.14,77,0.02,0.44,321,0,0,107,51582,0.0,,10.9,5,1.15,0,2023-05-08T22:00:08.315762Z,35.93,0,1.72,0,105.0,151,422.4,0,,0.0,0,Bella-Kotchap,76.4,245,0.0,324,1.05,0,i,84,0,4,39,Hamstring injury - Expected back 01 Jul,0.07,2,128,76,0.0,148,,60.6,0.2,1,1.49,0.0,24,2.0,1881,49,False,388,397,0.05,272,0.0,50406,345,1.87,0.2,51,121,3,414
424,Willy Caballero,38,GKP,Southampton,0.0,5,0.0,0.00,555,0,0,15,79421,0.0,,0.0,0,0.0,-2,,0.00,2,0.0,0,0.0,31,0.0,0,,-1.0,0,Caballero,0.0,541,0.0,514,0.00,0,a,78,0,0,0,,0.0,0,30,40,,537,,0.0,0.0,0,0.00,,0,0.0,0,0,False,411,203,0.0,476,-1.0,55858,0,0.0,0.9,40,41,0,761
512,Joe Ayodele-Aribo,50,MID,Southampton,0.07,64,0.03,0.44,278,2,0,144,98285,0.1,,9.2,3,0.96,-5,,17.11,5,1.26,0,366.0,118,209.6,0,,-0.5,0,Aribo,137.1,211,0.0,237,1.54,0,a,111,0,2,24,,0.14,0,171,105,,296,,71.5,0.4,0,1.98,,13,2.2,1219,46,False,359,344,0.11,102,-0.6,58248,161,1.77,0.3,121,107,1,196
528,Sékou Mara,53,FWD,Southampton,0.0,48,0.05,0.31,419,1,0,49,29489,0.0,,6.0,0,0.67,-2,,9.39,2,1.57,0,169.0,67,104.8,0,,-0.8,0,Mara,77.5,345,0.0,322,1.02,0,a,51,0,1,10,,0.22,2,55,50,,377,,33.9,0.2,0,1.33,,4,1.5,538,32,False,400,459,0.17,201,-0.8,24873,90,1.67,0.1,45,52,0,155
622,Juan Larios López,40,DEF,Southampton,0.0,168,0.01,0.02,540,0,0,161,10087,0.0,,1.0,0,1.2,0,2022-12-20T01:00:07.831260Z,2.48,0,1.49,0,4.0,198,27.6,0,,0.0,0,Larios,7.8,478,0.0,453,0.00,0,i,224,0,0,2,Muscle injury - Expected back 01 Jul,0.01,0,192,167,0.0,467,,3.9,0.0,0,0.02,0.0,2,0.8,150,4,False,513,529,0.0,456,0.0,10523,28,1.2,0.0,166,179,0,715
623,Duje Caleta-Car,44,DEF,Southampton,0.1,105,0.01,0.14,272,1,0,152,5207,0.0,,6.4,2,0.86,-1,2022-09-02T14:30:07.236054Z,15.36,1,1.47,0,69.0,203,262.4,0,,-1.0,0,Caleta-Car,16.2,341,0.0,429,0.83,0,a,103,0,2,15,,0.09,0,232,119,100.0,260,,34.9,0.0,0,0.97,100.0,9,2.2,942,28,False,583,552,0.08,320,-1.0,5818,182,1.43,0.0,101,99,1,495
624,Samuel Edozie,46,MID,Southampton,0.16,130,0.07,0.43,434,0,0,154,2664,0.0,,5.0,0,0.81,-4,2023-05-24T21:30:09.699504Z,7.27,4,1.18,0,133.0,265,89.2,0,,0.0,0,Edozie,110.3,350,0.0,274,0.88,0,i,203,0,0,9,International Duty - Expected back 12 Jun,0.21,0,184,154,0.0,397,,33.2,0.2,0,1.31,0.0,5,1.4,554,23,False,392,666,0.14,234,0.0,2987,82,1.46,0.0,169,189,1,340
647,Lewis Payne,45,MID,Southampton,0.0,281,0.0,0.00,718,0,0,289,493,0.0,,0.0,0,0.0,0,2023-01-31T23:20:21.022106Z,0.00,0,0.0,0,0.0,311,0.0,0,,0.0,0,Payne,0.0,709,0.0,704,0.00,0,u,234,0,0,0,Season-long loan to Eastleigh,0.0,0,252,287,0.0,705,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,654,744,0.0,688,0.0,489,0,0.0,0.0,284,296,0,413
648,Ryan Finnigan,45,MID,Southampton,0.0,272,0.0,0.00,704,0,0,280,544,0.0,,0.0,0,0.0,0,2023-01-20T13:09:13.770783Z,0.00,0,0.0,0,0.0,312,0.0,0,,0.0,0,Finnigan,0.0,693,0.0,688,0.00,0,u,223,0,0,0,Season-long loan to Crewe Alexandra,0.0,0,245,278,0.0,689,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,639,745,0.0,672,0.0,565,0,0.0,0.0,275,289,0,394
671,Jimmy Morgan,45,FWD,Southampton,0.0,82,0.0,0.00,728,0,0,82,5975,0.0,,0.0,0,0.0,0,2023-05-21T09:54:38.870195Z,0.00,0,0.0,0,0.0,73,0.0,0,,0.0,0,Morgan,0.0,718,0.0,713,0.00,0,u,82,0,0,0,Transferred to Chelsea,0.0,0,75,83,0.0,716,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,667,564,0.0,700,0.0,7663,0,0.0,0.0,82,83,0,430
692,Mislav Orsic,51,MID,Southampton,0.0,331,0.0,0.00,529,0,0,245,4055,0.0,,0.2,0,0.0,-4,2023-04-14T14:00:10.233553Z,0.00,4,0.0,0,0.0,269,2.0,0,,-1.0,0,Orsic,0.3,532,0.0,502,0.00,0,a,95,0,0,0,,0.0,0,319,241,100.0,519,,0.2,0.0,0,0.00,100.0,0,1.0,6,1,False,742,675,0.0,761,-1.0,4508,4,0.0,0.0,235,247,0,169
693,Carlos Alcaraz,50,MID,Southampton,0.0,110,0.06,0.71,145,4,0,179,8774,0.7,,11.0,4,1.14,0,2023-03-04T21:30:09.335228Z,22.83,0,2.01,0,190.0,215,199.0,0,,2.0,5,Alcaraz,64.4,295,0.0,347,1.76,0,a,121,0,3,25,,0.21,2,36,133,100.0,307,,45.1,3.4,0,2.47,100.0,13,3.1,1024,55,False,70,549,0.15,186,2.4,12588,155,2.2,0.0,126,59,0,216
716,James Bree,45,DEF,Southampton,0.0,170,0.08,0.31,543,0,0,116,1156,0.0,,0.9,0,0.98,0,,9.23,0,2.27,0,4.0,239,49.2,0,,-1.0,0,Bree,65.3,437,0.0,343,0.03,0,a,71,0,1,12,,0.09,0,243,156,,442,,11.7,0.0,0,0.34,,4,0.8,366,4,False,618,662,0.01,463,-1.0,1423,51,2.95,0.0,160,181,0,362
731,Kamaldeen Sulemana,49,MID,Southampton,0.28,120,0.09,1.01,231,2,0,123,2841,0.9,,9.2,3,0.94,-1,,18.24,1,1.71,0,164.0,266,105.2,0,,1.2,14,Kamaldeen,175.5,301,0.0,198,1.76,0,a,149,0,1,20,,0.26,1,18,136,,376,,44.5,4.6,1,2.77,,10,2.5,959,45,False,34,670,0.17,204,3.6,3586,133,1.88,0.0,158,88,3,254
732,Paul Onuachu,53,FWD,Southampton,0.22,51,0.02,0.07,456,0,0,52,7227,0.1,,2.6,0,0.9,-2,2023-05-26T15:00:13.029750Z,6.08,2,1.36,0,126.0,86,30.2,0,,-0.1,0,Onuachu,52.8,404,0.0,367,1.26,0,d,47,0,0,7,Back injury - 75% chance of playing,0.3,0,45,52,75.0,463,,20.6,0.6,0,1.33,75.0,4,1.3,401,14,False,329,643,0.28,241,-0.3,8607,23,1.57,0.0,58,60,1,142
769,Kamari Doyle,45,MID,Southampton,0.0,290,0.0,0.00,505,0,0,243,1,0.1,,0.2,0,0.0,0,,0.31,0,4.65,0,0.0,333,0.0,0,,0.4,0,Doyle,0.3,719,0.0,499,0.00,0,a,245,0,0,0,,0.0,0,159,295,,717,,0.0,0.5,0,0.00,,0,1.0,6,1,False,337,772,0.0,701,-0.5,15,1,0.0,0.0,294,228,0,431
770,Dominic Ballard,45,FWD,Southampton,0.0,83,0.0,0.00,506,0,0,66,41,0.2,,0.4,0,0.0,0,,1.06,0,3.98,0,0.0,93,1.0,0,,0.2,1,Ballard,0.3,535,0.0,500,0.00,0,a,83,0,0,0,,0.0,0,37,69,,527,,0.1,1.0,0,0.00,,0,1.0,24,2,False,278,728,0.0,702,0.0,449,4,0.0,0.0,67,64,0,432
778,Samuel Amo-Ameyaw,45,MID,Southampton,0.0,292,0.0,0.00,509,0,0,298,0,0.2,,0.2,0,0.0,0,,0.61,0,18.3,0,0.0,338,0.0,0,,,1,Amo-Ameyaw,0.0,722,0.0,716,0.00,0,a,248,0,0,0,,0.0,0,128,297,,720,,0.0,1.0,0,0.00,,0,1.0,3,1,False,279,778,0.0,705,0.4,0,6,0.0,0.0,296,231,0,436
425,Hugo Lloris,54,GKP,Spurs,0.29,82,0.0,0.00,93,0,0,85,748961,0.0,,16.5,12,1.02,-1,2023-04-23T21:30:08.038504Z,30.16,1,1.23,0,0.0,19,540.0,0,,0.0,0,Lloris,0.0,266,3.22,770,0.00,1,i,2,79,0,39,Muscle injury - Expected back 01 Jul,0.0,0,85,17,0.0,102,,54.0,0.0,1,0.00,0.0,25,3.6,2205,89,False,758,105,0.0,767,0.0,507423,456,1.59,3.2,17,18,7,116
426,Fraser Forster,39,GKP,Spurs,0.22,13,0.0,0.00,162,0,0,23,469405,0.5,,10.3,1,0.96,-1,,19.21,1,1.42,0,0.0,17,256.8,1,,1.8,2,Forster,0.0,382,2.37,527,0.00,0,a,63,32,1,24,,0.0,0,18,23,,263,,25.8,1.8,0,0.00,,13,2.9,1215,40,False,179,84,0.0,490,1.8,375757,222,1.78,4.4,23,26,3,728
427,Harry Kane,115,FWD,Spurs,0.29,2,0.11,4.01,4,30,1,2,6575833,0.8,2.0,22.9,48,1.0,0,2022-10-08T20:30:07.678681Z,49.11,0,1.3,0,1707.0,2,1256.6,0,,7.5,16,Kane,744.8,1,0.0,25,20.95,0,a,2,0,6,62,,0.66,9,2,1,100.0,2,1.0,371.0,9.2,6,24.96,100.0,38,6.9,3406,263,True,2,6,0.55,2,9.2,7381740,1008,1.64,32.7,2,2,11,4
428,Son Heung-min,115,MID,Spurs,0.28,9,0.14,4.56,44,10,0,15,3349584,0.4,1.0,13.2,8,1.03,-5,2022-11-02T00:00:07.969471Z,42.74,5,1.33,0,910.0,21,709.2,0,1.0,4.0,5,Son,829.3,16,0.0,18,9.80,0,a,3,0,2,55,,0.45,6,24,11,100.0,42,3.0,244.7,4.2,1,14.36,100.0,33,4.2,2886,152,False,47,62,0.31,19,4.2,1754591,471,1.72,6.4,17,21,9,5
429,Matt Doherty,46,DEF,Spurs,0.41,44,0.04,0.27,169,1,0,78,260706,0.0,,7.6,2,0.95,-4,2023-01-31T23:14:10.773738Z,8.61,4,1.17,0,146.0,128,147.0,0,,0.0,0,Doherty,110.5,322,0.0,271,0.74,0,u,55,0,0,9,Contract ended,0.14,0,251,110,0.0,344,,40.3,0.0,1,1.01,0.0,7,2.9,663,35,False,698,347,0.1,219,0.0,198746,147,1.22,0.3,141,57,3,328
430,Eric Dier,50,DEF,Spurs,0.29,21,0.02,0.55,173,2,0,76,1626420,0.0,3.0,19.2,5,0.99,0,2023-05-26T15:00:12.519549Z,43.12,0,1.38,0,235.0,28,653.2,0,,0.0,0,Dier,112.3,125,0.0,269,1.76,0,i,20,0,3,52,Groin Injury - Expected back 01 Jul,0.08,1,130,25,0.0,58,,100.1,0.2,0,2.31,0.0,31,2.9,2816,96,False,397,80,0.06,158,0.0,1666908,569,1.66,4.8,16,58,9,186
431,Lucas Rodrigues Moura da Silva,58,MID,Spurs,0.0,184,0.29,0.46,467,1,0,190,43611,0.3,,2.9,0,0.0,-2,2023-04-03T22:00:08.635129Z,2.68,2,1.66,1,43.0,139,29.0,0,,0.5,6,Lucas Moura,55.8,433,0.0,362,0.55,0,a,40,0,0,5,,0.63,0,104,196,100.0,465,,12.7,1.6,0,1.01,100.0,0,1.1,145,17,False,223,394,0.34,374,1.6,14604,55,3.1,0.2,206,208,0,76
432,Ben Davies,47,DEF,Spurs,0.35,34,0.06,1.47,133,2,0,24,382888,0.4,,21.1,3,1.02,-3,2023-03-18T19:00:08.934558Z,26.59,3,1.05,0,172.0,64,407.8,0,,1.8,2,Davies,276.9,160,0.0,129,1.01,0,a,50,0,4,33,,0.1,3,59,37,100.0,158,,85.8,1.8,1,2.48,100.0,26,3.2,2284,99,False,188,187,0.04,200,1.8,380727,470,1.3,1.0,57,37,9,305
433,Pierre-Emile Højbjerg,53,MID,Spurs,0.29,91,0.09,3.13,117,4,0,48,779765,0.3,,22.6,10,1.01,-2,2023-05-20T15:30:10.632035Z,45.05,2,1.29,0,237.0,51,758.0,0,,1.4,0,Højbjerg,501.7,67,0.0,58,2.02,0,d,75,0,5,57,Knock - 75% chance of playing,0.15,5,109,47,75.0,30,,150.0,1.4,2,5.15,75.0,35,3.4,3131,120,False,236,142,0.06,155,1.0,805527,629,1.64,1.8,14,50,10,141
434,Harry Winks,44,MID,Spurs,0.0,244,0.0,0.00,666,0,0,255,218770,0.0,,0.0,0,0.0,-1,2022-08-31T07:21:07.937920Z,0.00,1,0.0,0,0.0,85,0.0,0,,0.0,0,Winks,0.0,654,0.0,644,0.00,0,u,281,0,0,0,Season-long loan to Sampdoria,0.0,0,213,253,0.0,649,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,581,258,0.0,623,0.0,64152,0,0.0,0.5,250,265,0,490
435,Davinson Sánchez,42,DEF,Spurs,0.21,122,0.02,0.20,389,0,0,140,119576,0.1,,6.7,1,0.85,-3,,12.76,3,1.35,0,52.0,94,180.6,0,,0.2,2,Sánchez,29.9,380,0.0,397,0.65,0,a,161,0,1,17,,0.09,0,103,136,,315,,26.3,0.6,0,0.85,,8,1.6,848,28,False,323,263,0.07,351,0.6,78030,166,1.8,0.5,123,138,2,600
436,Ryan Sessegnon,44,DEF,Spurs,0.11,10,0.12,1.10,290,2,0,86,315292,0.0,,8.0,0,1.01,-1,2023-02-13T10:00:09.080334Z,10.48,1,1.17,0,290.0,95,148.6,0,,0.0,0,R.Sessegnon,103.0,264,0.0,284,1.64,0,i,105,0,4,15,Hamstring injury - Expected back 01 Jul,0.3,1,233,88,0.0,341,,54.3,0.0,0,2.74,0.0,9,2.1,805,35,False,584,265,0.18,124,0.0,264255,121,1.68,0.5,138,105,1,497
437,Steven Bergwijn,55,MID,Spurs,0.0,337,0.0,0.00,775,0,0,337,215,0.0,,0.0,0,0.0,0,2022-07-08T11:00:04.174761Z,0.00,0,0.0,0,0.0,323,0.0,0,,0.0,0,Bergwijn,0.0,775,0.0,775,0.00,0,u,58,0,0,0,Transferred to Ajax,0.0,0,333,337,0.0,775,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,764,758,0.0,775,0.0,0,0,0.0,0.0,337,337,0,109
438,Sergio Reguilón,42,DEF,Spurs,0.0,236,0.0,0.00,654,0,0,241,208343,0.0,,0.0,0,0.0,-3,2022-08-31T07:21:07.922198Z,0.00,3,0.0,0,0.0,121,0.0,0,,0.0,0,Reguilón,0.0,641,0.0,625,0.00,0,u,163,0,0,0,Season-long loan to Atletico Madrid,0.0,0,208,243,0.0,636,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,537,329,0.0,596,0.0,17585,0,0.0,0.3,243,244,0,603
439,Japhet Tanganga,38,DEF,Spurs,0.0,176,0.01,0.01,468,0,0,162,420254,0.0,,1.1,0,1.24,-2,2023-05-13T17:30:10.099421Z,3.69,2,2.29,0,0.0,43,27.6,0,,0.0,0,Tanganga,6.2,484,0.0,456,0.00,0,a,256,0,0,5,,0.01,0,137,169,100.0,466,,3.3,0.0,0,0.01,100.0,2,1.0,145,4,False,419,120,0.0,483,0.0,292992,32,3.1,2.5,165,161,0,769
440,Rodrigo Bentancur,53,MID,Spurs,0.36,93,0.04,0.68,65,5,0,119,130566,0.0,,13.4,7,1.02,-2,2023-02-11T19:00:09.422201Z,19.71,2,1.18,0,236.0,119,489.6,0,,0.0,0,Bentancur,180.2,148,0.0,190,2.26,0,i,79,0,8,24,Knee injury - Expected back 13 Aug,0.18,2,328,89,0.0,119,,90.7,0.0,2,2.94,0.0,17,3.9,1501,71,False,754,345,0.14,157,0.0,106067,342,1.44,0.3,53,29,6,147
441,Oliver Skipp,43,MID,Spurs,0.24,174,0.02,0.41,336,1,0,138,28723,0.5,,10.0,1,1.09,-2,2022-12-22T16:00:08.503331Z,22.65,2,1.37,0,52.0,144,198.2,0,,2.0,2,Skipp,146.1,323,0.0,226,0.29,0,a,305,0,7,28,,0.04,0,73,146,100.0,309,,39.8,2.0,0,0.70,100.0,18,1.9,1489,43,False,157,403,0.02,352,2.0,27825,199,1.69,0.1,128,134,4,564
442,Joe Rodon,40,DEF,Spurs,0.0,198,0.0,0.00,603,0,0,206,7913,0.0,,0.0,0,0.0,0,2022-08-02T11:00:06.051540Z,0.00,0,0.0,0,0.0,211,0.0,0,,0.0,0,Rodon,0.0,589,0.0,570,0.00,0,u,192,0,0,0,Joined Rennes on loan - Expected back 01 Jul,0.0,0,162,208,0.0,585,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,468,576,0.0,536,0.0,0,0,0.0,0.0,209,210,0,668
443,Cristian Romero,49,DEF,Spurs,0.3,86,0.04,1.02,247,0,0,60,403263,0.4,,13.5,3,0.99,-1,2023-05-20T15:30:10.723852Z,34.11,1,1.3,1,91.0,55,546.2,0,,0.0,0,Romero,136.2,186,0.0,238,1.50,0,i,33,0,9,41,Knock - Expected back 01 Jul,0.1,2,52,48,0.0,99,,77.3,2.0,1,2.52,0.0,26,2.4,2363,66,False,168,162,0.06,288,0.0,260094,447,1.56,1.4,32,92,8,246
444,Yves Bissouma,47,MID,Spurs,0.09,201,0.03,0.37,462,0,0,145,75532,0.2,,5.7,0,0.9,-3,2023-02-09T22:30:08.857394Z,13.91,3,1.25,0,23.0,123,111.0,0,,0.5,2,Bissouma,135.0,378,0.0,241,0.17,0,a,193,0,6,20,,0.05,0,142,170,100.0,372,,26.8,0.8,0,0.54,100.0,10,1.2,998,27,False,301,354,0.02,413,0.8,31819,176,1.8,0.2,154,204,1,320
445,Emerson Leite de Souza Junior,48,DEF,Spurs,0.36,22,0.05,0.97,121,2,0,45,1039357,0.4,,17.9,9,1.04,-2,2023-03-27T14:30:09.344495Z,22.24,2,1.16,1,230.0,51,376.2,0,,2.0,2,Emerson Royal,178.9,180,0.0,194,1.61,0,a,43,0,2,27,,0.13,2,51,45,100.0,186,,78.7,2.0,2,2.58,100.0,20,3.3,1729,86,False,167,144,0.08,161,2.0,996965,402,1.41,1.8,72,29,7,288
446,Dejan Kulusevski,78,MID,Spurs,0.35,36,0.21,4.76,139,2,0,33,2621193,0.3,,12.3,5,1.0,-2,2023-01-01T14:00:06.807951Z,30.15,2,1.32,0,514.0,29,409.2,0,3.0,2.2,3,Kulusevski,627.6,62,0.0,41,2.68,0,a,11,0,2,40,,0.33,7,63,42,100.0,157,,154.7,2.4,1,7.44,100.0,23,3.2,2062,96,False,135,92,0.12,59,2.4,2101231,310,1.75,3.6,66,56,8,24
447,Dane Scarlett,45,FWD,Spurs,0.0,81,0.0,0.00,724,0,0,81,7427,0.0,,0.0,0,0.0,0,2022-07-28T16:30:04.667999Z,0.00,0,0.0,0,0.0,77,0.0,0,,0.0,0,Scarlett,0.0,715,0.0,710,0.00,0,u,80,0,0,0,Joined Portsmouth on loan - Expected back 01 Jul,0.0,0,73,82,0.0,711,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,661,585,0.0,696,0.0,0,0,0.0,0.0,81,82,0,423
448,Ivan Perišić,53,DEF,Spurs,0.26,4,0.22,5.23,188,1,0,5,4576522,0.2,5.0,17.7,6,0.99,-2,2023-03-30T15:00:09.557345Z,33.91,2,1.45,0,394.0,8,517.8,0,2.0,1.5,0,Perišić,732.8,52,0.0,26,2.48,0,a,14,0,6,44,,0.33,8,83,4,100.0,108,,164.2,1.2,2,7.71,100.0,23,2.8,2099,94,False,254,25,0.11,90,1.2,3770314,430,1.89,14.7,36,65,6,132
449,Harvey White,44,MID,Spurs,0.0,253,0.9,0.04,495,0,0,219,70753,0.0,,0.2,0,0.0,-1,2023-01-31T23:18:28.916203Z,0.00,1,0.0,0,0.0,108,2.0,0,,0.0,0,White,7.3,510,0.0,454,0.00,0,u,291,0,0,0,Season-long loan to Derby County,0.9,0,222,229,0.0,518,,0.9,0.0,0,0.04,0.0,0,1.0,4,1,False,598,315,0.0,636,0.0,54478,4,0.0,0.3,234,221,0,524
450,Pape Matar Sarr,42,MID,Spurs,0.0,223,0.01,0.03,446,0,0,215,113765,0.2,,3.3,0,0.85,-3,2023-02-01T09:30:08.676911Z,5.80,3,2.47,0,4.0,89,30.4,0,,0.2,4,Sarr,16.0,474,0.0,430,0.06,0,a,331,0,1,11,,0.04,1,123,214,100.0,461,,5.0,1.0,0,0.09,100.0,2,1.3,211,14,False,270,271,0.03,459,1.0,93231,60,4.69,0.5,204,196,0,625
451,Brandon Austin,39,GKP,Spurs,0.0,20,0.0,0.00,573,0,0,30,26561,0.0,,0.0,0,0.0,-1,,0.00,1,0.0,0,0.0,45,0.0,0,,0.0,0,Austin,0.0,560,0.0,539,0.00,0,a,70,0,0,0,,0.0,0,41,49,,556,,0.0,0.0,0,0.00,,0,0.0,0,0,False,437,339,0.0,502,0.0,17504,0,0.0,0.3,49,49,0,743
452,Alfie Devine,43,MID,Spurs,0.0,240,0.0,0.00,660,0,0,253,13584,0.0,,0.0,0,0.0,-2,2023-05-24T21:30:09.581901Z,0.00,2,0.0,0,0.0,169,0.0,0,,0.0,0,Devine,0.0,648,0.0,636,0.00,0,i,313,0,0,0,International Duty - Expected back 12 Jun,0.0,0,207,251,0.0,643,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,568,460,0.0,612,0.0,8804,0,0.0,0.1,248,263,0,582
453,Troy Parrott,45,FWD,Spurs,0.0,73,0.0,0.00,703,0,0,74,10720,0.0,,0.0,0,0.0,0,2022-07-25T23:00:04.503977Z,0.00,0,0.0,0,0.0,70,0.0,0,,0.0,0,Parrott,0.0,692,0.0,687,0.00,0,u,71,0,0,0,Joined Preston North End on loan - Expected back 01 Jul,0.0,0,65,75,0.0,688,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,638,521,0.0,671,0.0,0,0,0.0,0.0,74,75,0,393
454,Richarlison de Andrade,84,FWD,Spurs,0.27,29,0.13,1.46,333,1,0,22,254806,0.2,,6.4,2,1.09,-1,2023-03-18T19:00:08.999407Z,14.99,1,1.36,0,401.0,36,201.6,0,,2.2,1,Richarlison,221.0,170,0.0,164,3.43,0,a,8,0,3,18,,0.44,5,26,30,100.0,304,,82.0,2.0,0,4.89,100.0,12,2.0,995,54,False,176,218,0.31,88,2.0,222353,165,1.63,0.8,35,43,3,13
513,Clément Lenglet,48,DEF,Spurs,0.22,57,0.03,0.78,243,0,0,61,74960,0.4,,13.1,6,1.07,-2,2023-05-06T20:30:08.438168Z,28.57,2,1.27,0,130.0,115,380.8,0,,1.8,2,Lenglet,136.1,231,0.0,239,0.98,0,a,40,0,4,35,,0.07,2,61,71,100.0,179,,64.7,1.8,0,1.76,100.0,24,2.4,2018,63,False,192,317,0.04,237,1.8,47872,387,1.56,0.3,69,91,5,275
522,Djed Spence,41,DEF,Spurs,0.0,151,0.0,0.00,473,0,0,174,61488,0.0,,1.0,0,0.0,-4,2023-02-01T12:28:32.472607Z,0.47,4,8.46,0,20.0,144,0.2,0,,0.0,0,Spence,1.3,495,0.0,480,0.06,0,u,182,0,0,0,Season-long loan to Stade Rennais,1.08,0,204,173,0.0,532,,2.2,0.0,0,0.06,0.0,0,1.0,5,4,False,530,381,1.08,417,0.0,14538,10,0.0,0.2,185,166,0,641
554,Bryan Gil Salvatierra,50,MID,Spurs,0.62,196,0.05,0.08,279,0,0,204,9883,0.0,,1.8,0,1.23,0,2023-01-31T23:19:21.822718Z,0.90,0,0.55,0,27.0,236,30.4,0,,0.0,0,Bryan,27.5,453,0.0,403,0.10,0,u,116,0,1,1,Season-long loan to Sevilla,0.11,1,316,208,0.0,462,,8.5,0.0,0,0.18,0.0,2,2.2,146,9,False,739,598,0.06,402,0.0,8025,22,0.62,0.0,205,108,1,208
713,Arnaut Danjuma,61,MID,Spurs,0.0,158,0.04,0.07,383,1,0,206,6858,0.2,,2.5,0,0.56,-4,,2.31,4,1.28,0,71.0,223,53.2,0,,1.2,0,Danjuma,25.1,423,0.0,408,0.84,0,a,35,0,0,5,,0.51,0,139,191,,433,,14.8,1.0,0,0.91,,1,1.7,162,15,False,292,560,0.47,317,1.0,9274,43,2.78,0.0,187,164,0,66
733,Pedro Porro,48,DEF,Spurs,0.16,42,0.18,2.29,62,3,0,15,117737,1.2,4.0,12.3,5,1.03,-2,,19.42,2,1.54,0,150.0,62,268.6,0,4.0,3.8,13,Pedro Porro,377.9,178,0.0,90,1.81,0,a,44,0,0,26,,0.32,3,3,44,,254,,79.6,5.6,3,4.10,,13,3.9,1132,59,False,17,181,0.14,217,5.6,241698,253,2.07,1.1,99,12,2,290
748,Romaine Mundle,45,MID,Spurs,0.0,275,0.0,0.00,712,0,0,283,122,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,319,0.0,0,,0.0,0,Mundle,0.0,701,0.0,696,0.00,0,a,227,0,0,0,,0.0,0,248,281,,697,,0.0,0.0,0,0.00,,0,0.0,0,0,False,647,754,0.0,680,0.0,196,0,0.0,0.0,278,292,0,403
758,George Abbott,45,MID,Spurs,0.0,302,0.0,0.00,513,0,0,308,148,0.0,,0.2,0,0.0,0,,0.00,0,0.0,0,0.0,308,0.0,0,,0.0,1,Abbott,0.0,733,0.0,727,0.00,0,a,262,0,0,0,,0.0,0,181,307,,731,,0.0,0.2,0,0.00,,0,1.0,1,1,False,389,740,0.0,716,0.2,321,3,0.0,0.0,306,235,0,451
